cid	text_comment	label	label_encoded
7122706195827802906	Mình dùng loại anessa màu hồng dành cho da nhạy cảm thấy siêu ok chống nước mà hơi cay mắt	pos	2
7122839680500744986	trời đất e bôi con này mà cay xè cả mắt. Nhìn c bôi mà chảy cả nước mắt luôn này 🥲	pos	2
7127130925775979290	Đúng lắm chỉ ơi,em có real dùng sắp hết rồi! còn face mới mua nhưng e ko bôi lên mặt	pos	2
7127475956642022146	chuẩn rồi bạn ơi. từ hôm xem review của bạn mình mua hãng này xài luôn. nếu mua hàng chuẩn thì xài quá ok nhé ! da nhạy cảm dùng cực êm , tone up tốt	pos	2
7127477183980127002	😁😁😁😁tuyệt	pos	2
7127594792650064666	E rất thích chị .kg giông như mấy người ngoài kia	pos	2
7127851628187058971	Người tiêu dùng rất cần những người như em	pos	2
7127889674068607770	thật may có chị🥰🥰	pos	2
7127936679755760410	hên quá e mới mua đc hàng aut	pos	2
7128045219073442586	Nhìn c buộc tóc Ntn xinh quá 😍😍😍	pos	2
7137265603518464794	Da dầu mụn thì nên dùng thử serum Nia của Bora nha. Mình đang dùng thấy hợp da dầu mụn cực kì, kiềm dầu, ngăn mụn và giảm thâm đỉnh lắm	pos	2
7139382047998903066	Xin vía da đẹp ạ 🥰	pos	2
7146124837022614299	Lúc đầu mình cũng bị nhưng xài dc vài lần biết ý rồi là meeee, giờ bầu vẫn xài	pos	2
7146124853274837787	E mê luôn. Mua 1 lúc 1 tuýp cho rẻ😁	pos	2
7146132738017723162	Mih hợp,kệ bạn	pos	2
7146152658796446490	🥺 Nhưng đối với da Treatment thì LRP là giá hợp lí cho sv ùi	pos	2
7146155512303764251	Da khô dùng nó chả pheo	pos	2
7146179211156620059	mình da dầu sài rất tốt, đánh sau vài tiếng là nhìn da trắng đẹp nữa	pos	2
7146331826306073370	Dạ da em siêu dầu nên da em dùng hợp á chị. Mà sài kcn không được gấp vì gấp quá thoa không kĩ cung sẽ vệt trắng với dù có cuối ngày có kì trên da sẽ	pos	2
7146368791135011610	Da mình dầu, lcl to , lúc mua về thoa ko được vì bệt và vón cục, sau đó mình tham khảo mấy cách thoa trên mạng , giờ thoa lên cực kì ưng ý🥰	pos	2
7146373520560931611	nói chung phải hợp chớ ko phải tốt là ai cũng tốt. còn mình nó là chân ái.	pos	2
7146444756553040666	mình da khô mà dùng rất ok luôn ạ. chân ái.	pos	2
7156432958999626523	Cỡ bha aha niacinamide okela nha🥰	pos	2
7168840788495123201	minh cũng vậy. nhưng kinh tế ở khoảng đấy. nên minh vẫn cảm thấy khá hai lòng vì minh ít ra đường	pos	2
7174973589758067482	có ai dùng e này lên mụn không mn ? nhưng mình bôi nó thì kg thấy bị vón gì hết	pos	2
7176184872816673563	🥰🥰🥰chuẩn luôn	pos	2
7182849282877096731	nghe riwew thấy khoái thật mà ko biết mua ở đâu mới đúng hàng thật cũng có theo dõi HL mà những lúc có khuyến mãi mình lại ko có xiển	pos	2
7204513825340080923	Chân ái với mình lun👍👍k cay mắt là 10đ mà đeo khẩu trang k vốn là mê lun	pos	2
7204885242446955290	Kiềm dầu ok thật sự. T mới dùng 1 tuần thời tiết HN đợt này vẫn lạnh sáng. Đi làm bôi từ sáng k bôi lại cả ngày tối về mặt vẫn ráo dầu😂	pos	2
7209674642180834074	Dòng màu Hồng là ko cồn nà🥰	pos	2
7211360809381167898	mãi một tình iu dới anthelios oil correct và uvidea anthelios 😘	pos	2
7213191018718528282	xịn lắm nha mn 🥰🥰	pos	2
7214150088221295386	Thật sự kiềm dầu đỉnh lắm luôn, cùng thời gian bôi kcn của cocoon tầm 4 tiếng thấy mặt bóng r e này đến chiều thì có đổ dầu nhẹ thôi k đáng kể	pos	2
7230983696517530374	đẹp quá	pos	2
7234184710372000517	thích ghê	pos	2
7234208603837039366	xinh quá	pos	2
7234541287955890950	Ưng lắm k he vón nhma e thíc màu cái cũ hơn😂	pos	2
7234541532291875589	Bản mới không hề vón nha mn. Mình là da khô nha và cũng chỉ vỗ nước hh trước khi bôi thôi nhé	pos	2
7234544794856522502	C nhai đc cả 2 lunn hihi =)))) bản mới còn dùng concealer lên đcc 😋👌🏼	pos	2
7234545045382038277	Thíc nhòoo 🌷🎀	pos	2
7234702653816374022	Cái này đỡ hơn fluid đó ah 🥺	pos	2
7234702723177284358	T dùng lại ko cay 🥺	pos	2
7234848737285309190	Thử dòng fluide oil control vạch xanh thử đi nhma hơi hạ tone xíu đó, đỡ hơn vạch vàngg. Còn bạn này hhtk vẫn oke lém 👌🏼	pos	2
7235462567236780805	Hic bản cũ c dùng kiềm dầu lắm lắmm 🥺	pos	2
7235987102545937157	cj mua loại anessa chai màu vàng á nó mỏng nhẹ hơn	pos	2
7236756891472626437	Mình rất hợp 🥰	pos	2
7241760206727250694	Vô tư nha🥰	pos	2
7242326267638645509	mình dùng hết 3 tuyp bản cũ, mới mua bản mới để dùng xem ok kp	pos	2
7244379986315100933	Xài êm lắm ạ	pos	2
7246525798945325829	mình dùng chưa bg vón luôn. finish rất đẹp	pos	2
7254408832603439878	Một số vấn đề mình thấy mn nói nhiều nhất: Bóng-Dính-vàng da => có phấn phủ là ok nhé.	pos	2
7254556394844963586	Tóc chị nhuộm màu gì đẹp vậy chị	pos	2
7254558110915724037	Hi chị ạ❤	pos	2
7254559356699935493	Đc e ạ	pos	2
7254559438852621062	Oki nha	pos	2
7254566031167324934	Chị xinh nên làm j cx thấy xinh🥰	pos	2
7254570015298142982	E dùng nc tẩy ý, cho áo be thành áo trắng lun😁	pos	2
7254570059561452293	Đc b nha	pos	2
7254570092557042438	Dạ đc b	pos	2
7254752987327054598	Có đó bà	pos	2
7255912424125432577	cj xinh như này thì cj đi thi hoa hậu đii	pos	2
7257463432856535814	Kcn này siêu đỉnh, trước mặt k mụn dùng siêu thích, nhưng mà giờ mặt em nổi mụn nhiều lắm. Em stress quá c tv giúp em với 🥲🥲🥲	pos	2
7257691503249228550	Xem review thấy mỗi bạn review con này đúng	pos	2
7258113800245871365	em đang sài loại này hihiii	pos	2
7258655326702027526	Coá nha em ơi 😂	pos	2
7258655617614349061	Tuyệt vờiii	pos	2
7258681030344016645	Khum ạ tui bôi bản mới chưa lần nào tạo vệt hết á 😂 y như trong clip ạ	pos	2
7258718366645650202	Bạn nào đã dùng bản cream cũ siêu vón, thì thử bản Fluide (Lỏng) VẠCH XANH LÁ UVMUN400 đi ạ, dùng phê ko muốn đổi lun. Nhiều lớp chồng lên bao ko vón.	pos	2
7258992392409056005	tui chăm da theo bsi Việt @Bs Xuân Việt Da liễu thẩm mỹ hướng dẫn trộm vía lắm. mấy bà nhắn hỏi bác ấy xem da cho rồi mới biết dùng gì hợp cho da	pos	2
7260073669220827912	Mình dùnt thì mê vì tiệp vào da và khả năng chống nắng đỉnh	pos	2
7260800920412422914	Mình mua kcn laroche xài ok mà mng, mình mua bên nuty, dùng được lắm đâu kém bản cũ đâu	pos	2
7260900798556259079	Dùng anessa k muốn đổi luôn ạ	pos	2
7261109400383030017	Tui dùng thích mà taz	pos	2
7266243487380767490	Hữu ích quá!	pos	2
7268105147409187589	Chị bán là ng dân yên tâm nhất chị ạ 😞	pos	2
7268272145506583301	tóc xinh quá cho tut tóc đi chị ơi😍	pos	2
7268281734726370054	Nay chị làm tóc dễ thương quá taaa	pos	2
7270063269589975813	Siêu đỉnh nha	pos	2
7271632676409361157	Dùng qua 18 loại kcn nhưng con này với Vichy vẫn là chân ái	pos	2
7271652063174689541	E vẫn mê nhỏ này 😆, mặc dù có hương liệu nhma e thích mùi như này, hơn là mùi của màng lọc chống nắng 🛌	pos	2
7271674451115361029	Mùa quân sự dùng em này là chân ái. Không bị đen da mặt mà da mặt còn đẹp hơn. 🥰 Không cay mắt, chống nắng tốt. iu	pos	2
7272365666664481554	Kcn xài được chục tip r	pos	2
7272376186364953352	Rất tốt luôn ạ 🥇	pos	2
7272444178158945042	hữu ích	pos	2
7273000900435034898	Mình la tín đồ của laros 👍👍👍🌹🌺🌺	pos	2
7273129242938278663	Bha giúp rất tốt nha bạn ơiii	pos	2
7273705367790748423	🥰🥰🥰	pos	2
7274867020452315911	Biore Aqua Rich dành cho da thường hoặc khô sài đỉnh nha. Ẩm mịn, thấm nhanh và nâng tone nhẹ.	pos	2
7277151499142038279	Loại mới này ko kiềm dầu tốt bằng dòng cũ, không nâng tông cuối ngày còn bị hơi vàng. Được cái tăng thêm màng lọc và siêu dễ tán, ko bị vón như sp cũ	pos	2
7278178025144124167	Mình dùng thấy ko lên mụn, dịu da cho da nhạy cảm. Nâng tone vừa chứ k quá đâu. Nói chung ổn lắm mấy bà	pos	2
7278208774451938049	Mh da dầu đang dùng bản xanh lá thấy hợp nha, da ráo, k gây kích ứng. Nâng tông nhưng mh thấy vừa phải k quá lố đâu ah	pos	2
7278348713184985874	Riêng mình siêu thích em màu tím. Vì cho ra hiệu ứng căng bóng như mấy chị bên Hàn	pos	2
7278398866155111173	Mình da dầu mụn dễ bị chảy kcn mà xài em màu tím dễ chịu lắm nhe. Nâng tone hơi nhiều nếu da ngăm nhma finish đẹp lắm	pos	2
7278472816113910530	🥰🥰	pos	2
7278516520233206529	kcn cocoon xài rất hao, cứ cầm chai là muốn thoa. thoa một ngày 4 5 lớp mà tv vẫn ko bị mụn 😂	pos	2
7281080874564141842	Vd hữu ích ạ 😍	pos	2
7281102506808705810	Bản cũ là chân ái, cứ shop uy tín mà mua thui	pos	2
7281558663957086984	Tui mê bảng cũ nhưng giờ hết sx rồi. Tui chuyển qua vichy	pos	2
7281720876328108801	E mua của Quin Shop 3 tuýp dự trữ và cbi mua thêm😂😂	pos	2
7283748760965530369	😘😘😘	pos	2
7287098211063137026	🥰🥰🥰	pos	2
7287799542492857106	Không vón cục nè. Mà bạn nào da ngâm thì nó trắng như cái HQ luôn. Hiệu chỉnh sắc da rất tốt ạ	pos	2
7292628463584199432	Chống nắng body sumi trên tik tok a ơi thấy nhiều người mua quá	pos	2
7292631139108406018	Sau khi coi anh rv chai kcn Dr G màu cam thì bị nghiền tới giờ anh ạ.	pos	2
7292640032661619474	ôg này dàh cả thanh xuân test kcn 😂😂 cám ơn a nhèo nhờ v bk nhìu loại ổn áp lắm	pos	2
7293542023160005383	mình đổi mấy lần,,, cuối cùng cũng về lại em nó La Roc posay,bản mới ko cay mắt, như bản cũ, ý tui	pos	2
7294643110003393282	Có nha, hứa danh dự sắp tới mình sẽ có một series thay đổi làn da cho mn, có đồng hành của bsi luôn ❤️	pos	2
7294643489329234690	Đc nha em, quá tốt ✨	pos	2
7294696152086479618	Công nhận cái serum LRP này ok lắm, tui xài cách đây 2 năm thấy có tác dụng rõ kiểm soát mụn & giờ mới thấy hơi tương tự blemish serum của SkinC thiệt	pos	2
7294804029929997063	con này oke lúc đầu sài châm chích nhưng dần dần cải thiện, có mụn viêm sài sáng mai dịu hẳn	pos	2
7295005651838321409	DrG cũng đc á b	pos	2
7295663347691815682	Chia sẻ hay lắm ạ	pos	2
7295715519893062401	Chia sẻ hay quá dì c oi	pos	2
7296174190570390274	Mình dùng cnay oke cực luôn thề. K xem review của ai mà hôm ý vô tình vào lrps xem để mua sr b5 mà lại mua nhầm. Về dùng thấy đỡ hẳn mụn. Đội ơn lrps	pos	2
7296843250806244103	Thật sự, serum này rất đỉnh nha	pos	2
7297060208156902146	Nói thiệt con này dùng oke thiệt, nó mạnh lắm luôn ấy, mình thường dùng để chấm mụn va lam serum	pos	2
7297448766067589895	Có 800k thuiii 😅	pos	2
7298533272811471618	bữa mua dc 1 mớ sale, may qs tui trữ hàng trươcd	pos	2
7300954253828064001	da mình cực kì nhạy cảm, trước giờ không có mụn mà bữa không biết bị gì nổi mụn quá trời dùng loreal tự nhiên hết mụn luôn 😳😅	pos	2
7303389358277952257	hên quá da đang xài ok nhe 😂😂😂 đã thử mộ' thoi gian	pos	2
7308369014782591751	skin 1004 tui thấy dùng ok á, thoa lượng vừa đủ, lúc mới lên da còn hơi ẩm, để cỡ 10p là tui thấy nó set lại finish siu đẹp luôn á	pos	2
7310525835344184065	mình bên nhật, dùng đến lọ thứ 2. siêu thích, sẽ dùng mãi serum này	pos	2
7310589921303167745	Ê đợt tui cũng xài này thấy k đổ dầu nè	pos	2
7311314798057210625	Mình dùng phải 20 chục chai rồi. Đỉnh lắm huhu	pos	2
7312099091122242305	Kcn này chân ái luôn, m dùng 7 năm chưa đổi, chống nắng siêu đỉnh	pos	2
7312633934876279553	Đúng r, da ngăm nó nâng nhiều lắm	pos	2
7312766790978880274	Chân ái gần 4 năm nay ạ ☺️	pos	2
7313072994270872327	Dùng tất cả các loại của anessa rồi mà cuối cùng xin phép dừng chân tại e hồng này	pos	2
7314702608559883026	Anessa hồng chân ái của mình. Dùng 4 chai rồi á, đợt dùng re da bị bong rát kinh khủng mà dùng cái này bao êm	pos	2
7314861277150118657	Mình cũng đang dùng nha, dùng ok lắm	pos	2
7315042616096686849	từ khi xem Lucia thì quan niệm da khoẻ là đẹp chứ k còn cần da phải trắng hồng rạng rỡ nữa 😂	pos	2
7315227963703739137	Ai sợ mụn ẩn thử em màu hồng đi. 🥰	pos	2
7315303325095166738	Mình đang xài tốt lắm	pos	2
7315642993196974855	Con mày kiềm dầu đúng đỉnh lun a. Nâng tông cũng đẹp mà ko bị xuống tông cuối ngày.	pos	2
7316322312964621058	Ưng nhỏ này hơn chai gold lun á😅	pos	2
7317183265084457746	Meeeee	pos	2
7323222150243042056	Lucia thấy nhiều bạn nói vậy ở bản cũ, còn bản mới thic ko thấy, mà hong biết sao chứ trên trải nghiệm của mình thì không có bản nào làm da mình bị vàng	pos	2
7324368892171059970	beplain e có tất cả món của hãng luôn xài rất oke luôn mê nhất mask	pos	2
7324382388359709441	Màu tím chân ái của tôi, tuýp thứ 5 rồi	pos	2
7325326114729050926	Đỡ trôi lớp make cấp luôn nhỉ	pos	2
7325326632969159467	Này makeup đẹp quá nha	pos	2
7325326792004666154	Hèn chi da đẹp quá nè	pos	2
7325326826057564974	Lúc nào cũng dễ thương hết nè	pos	2
7325326996801209134	Mi Đẹp tự nhiên quá nè	pos	2
7325327065514214187	Bí quyết dưỡng da chắc lượng nhỉ	pos	2
7325327116009145134	Loại này chất lượng lắm nha	pos	2
7325327121122738990	Đang dùng nè ok lắm	pos	2
7325327376967090975	Mình xài đến hộp thứ hai rồi	pos	2
7325327454364058399	Có thành phần tự nhiên là ok rồi	pos	2
7325328034337375022	sao vd bà nét dịii chỉ tuii vớii	pos	2
7325328249243484971	kcn dùng siu thích , thơm mà nâng tone siu đẹp á	pos	2
7325482323314459399	Trời ơi tìm hiểu toàn thấy seeding, giá mà e thấy vid này sớm hơn 🥺 Dùng chê lắm nha mng, dính dính, xuống tone với bị kích ứng nữa huhu 😭😭😭	pos	2
7327868805920097032	💯 Điểm cho e serum thần thánh này	pos	2
7329056209934549778	Sunplay nắp vàng, sunplay đỏ... Xài xong khỏi đổi loại khác, chống nắng tốt và còn nâng tông da thật luôn í ❤	pos	2
7331019648672891655	Hàng rất oke nhe mn	pos	2
7331700969224602386	anh chúc tinh yêu của anh buổi tối luôn luôn vui vẻ và hạnh phúc em nhé	pos	2
7331974209873298177	😊☺️gêu	pos	2
7332699074175320834	Kiềm dầu cũng khá tốt trên da mình 🤭	pos	2
7336842888099349249	rất muốn Duy rv mấy serum dưỡng sáng như 5+, Tiam,... hiện nay. thấy mn nói quá mà chỉ tin Duy😁	pos	2
7336983960985764615	3 chai rùi vẫn bìn thường 🥺	pos	2
7340249407050793735	Anessa là chân ái❤	pos	2
7340605231522824962	Ủa s thấy mng chê nhiều v ta😂. T dùng 6năm 1 loại này , da t rất đẹp, nền kem rất mỏng cấp ẩm, nhìn da rất mướt.NCL 10điểm ạ😊	pos	2
7341675521028457217	xịn sò quá a ơi	pos	2
7342769397193687810	Dùng ok	pos	2
7342801834279060225	Mình mới dùng tuýp màu trắng, nâng tone, thấy ok, mịn, dễ tán ,	pos	2
7343177793423442706	Đang dùng. Dùng 5 năm rồi 🥰	pos	2
7344321636425286408	Sử dụng thêm khẩu trang chống tia UV khi ra đường nữa thì da đẹp miễn bàn luôn	pos	2
7344911509925528327	Anessa hồng có cay đâu😌	pos	2
7344913833284682514	Kcn này lên tone rất đẹp nhe, finish rất ưng, bóng. Nhưng k lố, rất lành tính. Dùng rất ưng luôn mình k đổi từ bữa đó tới h. Nhưng nếu bịt kt hoặc gì đó cọ xát vào mặt quá thì bị in kcn lên đó nha😂	pos	2
7345177629425763090	Mé ơi bên Nhật mua chai màu hồng còn hiếm🥲giá khoảng 2,8sen, tầm 490-500k. Mà Vn bán 250-350🥹	pos	2
7346089837952336648	ta nói mình hợp tuýp này kinh khủng, bôi phát có hiệu quả liền🥰	pos	2
7347989713452811010	dùng 20 lọ r và vẫn đang tiếp tục dùng	pos	2
7348754566714737416	Ở nhật năm thứ 9.dùng loại này từ ngày sang chưa đổi loại khác hii	pos	2
7351285515788845825	Mình nặng hơn có mũ xưng 3 hôm khô tróc bay khi vực bị mụn. Mặc dù nó khá nồng mùi nhưng k nóng như bản cũ. Rất tốt	pos	2
7356141874694226705	Ai mua share cùng k ạ, t đang tính mua mall. Share 350k nhá	pos	2
7356695555462529799	Mình sài nhiều loại khác bị cay mắt, nhưng sài anessa thì không bị cay nèe	pos	2
7362177749613626129	kcn hãng này có cái finish đã quá tr =)))))) ume	pos	2
7362185378696594183	Dạng gel xài cũng ok á chị iu🥰	pos	2
7362460314816774920	chị nghĩ dc đó, da chị cũng ngăm ngăm nhưng thấy Anessa cũng ko nâng tone gì đâu nha, chồk chị cũng xài hihi	pos	2
7362460367379202823	chị thấy ko xuống tone nha 💗	pos	2
7362497858136458001	khogg hiểu s giống Im Sol quaa	pos	2
7362539504865968903	bà làm ảnh hết hồnn🤣	pos	2
7362740227150611208	giọng cuti quá nì💓	pos	2
7362826095374533394	em thích cái bản cũ cũ nhứtt bản cũ em dùng nó bóng dầu quá khum bít bản này nnao ạ	pos	2
7362839275447272210	Tui thấy nó tiệp vào da lun á	pos	2
7363236824150672136	Dùng Anessa đi mn. T đi biển đi du lịch da xuống tone nhẹ lắm. Trộm vía.. 2 tiếng thoa lại nha	pos	2
7366059947614946055	bả đẹp ghê	pos	2
7369571388858434312	sao tui cx da dầu mà dùng thấy ok lắm luôn	pos	2
7369588613481022216	finish của b này ổn mà, thay kem lót được luôn	pos	2
7370141356403032850	Ước gì thấy vid này của c sớm hơn huhuhu	pos	2
7371413336062673682	ai da dầu nên thử lrp nha, top kcn kiềm dầu luôn	pos	2
7371413644829639444	bản mới kiềm dầu tốt mà ko có bị xuống tone	pos	2
7371413739104469777	tầm gía này thì lrp xịn nhất rồi, có màng lọc chất lượng	pos	2
7371413924275847944	mình da mụn đi nàh thuốc cũng được giới thiệu laoij nè vì chất mỏng ít ma sát nè 😍	pos	2
7371414090872423175	kcn phổ rộng là phải nói đến lrp	pos	2
